date,decision,rate_change,chair,lm_sentiment,lm_score,lm_cb_score,llm_hawkish,llm_forward_guidance,llm_information
2010-01-27,unchanged,0.0,Bernanke,0.0117967332123411,0.042952208106473,-0.0193587416817906,,,
2010-03-16,unchanged,0.0,Bernanke,0.0132002575660012,0.0457179652285898,-0.0193174500965872,,,
2010-04-28,unchanged,0.0,Bernanke,0.0128543177323665,0.044825313117996,-0.019116677653263,,,
2010-06-23,unchanged,0.0,Bernanke,0.0115882753919563,0.0422631220177232,-0.0190865712338105,,,
2010-08-10,unchanged,0.0,Bernanke,0.011182108626198,0.040255591054313,-0.0178913738019169,,,
2010-09-21,unchanged,0.0,Bernanke,0.0117187499999999,0.0416666666666666,-0.0182291666666666,,,
2010-11-03,unchanged,0.0,Bernanke,0.0134291068082448,0.0393504059962523,-0.0124921923797626,,,
2010-12-14,unchanged,0.0,Bernanke,0.0143929912390488,0.0419274092615769,-0.0131414267834793,,,
2011-01-26,unchanged,0.0,Bernanke,0.01360103626943,0.0408031088082901,-0.01360103626943,,,
2011-03-15,unchanged,0.0,Bernanke,0.0133672819859961,0.0394653087205601,-0.0127307447485677,,,
2011-04-27,unchanged,0.0,Bernanke,0.013676844783715,0.0388040712468193,-0.0114503816793893,,,
2011-06-22,unchanged,0.0,Bernanke,0.0114869176770899,0.0357370772176132,-0.0127632418634333,,,
2011-08-09,unchanged,0.0,Bernanke,0.0104166666666666,0.0324754901960784,-0.011642156862745,,,
2011-09-21,unchanged,0.0,Bernanke,0.0125804564072557,0.0392042129900526,-0.0140433001755412,,,
2011-11-02,unchanged,0.0,Bernanke,0.013125,0.04,-0.01375,,,
2011-12-13,unchanged,0.0,Bernanke,0.0129366106080206,0.0401034928848641,-0.0142302716688227,,,
2012-01-25,unchanged,0.0,Bernanke,0.0091205211726384,0.0345276872964169,-0.01628664495114,,,
2012-03-13,unchanged,0.0,Bernanke,0.0097024579560155,0.0349288486416558,-0.0155239327296248,,,
2012-04-25,unchanged,0.0,Bernanke,0.0102893890675241,0.0347266881028938,-0.0141479099678456,,,
2012-06-20,unchanged,0.0,Bernanke,0.0117719950433705,0.0384138785625774,-0.0148698884758364,,,
2012-08-01,unchanged,0.0,Bernanke,0.0108211330362826,0.0362826225334182,-0.0146403564608529,,,
2012-09-13,unchanged,0.0,Bernanke,0.0152420800956365,0.0478182904961147,-0.0173341303048416,,,
2012-10-24,unchanged,0.0,Bernanke,0.0138721351025331,0.0440289505428226,-0.0162846803377563,,,
2012-12-12,unchanged,0.0,Bernanke,0.0153374233128834,0.0457334076965978,-0.015058561070831,,,
2013-01-30,unchanged,0.0,Bernanke,0.0134209023415191,0.0445459737292975,-0.0177041690462592,,,
2013-03-20,unchanged,0.0,Bernanke,0.0128718535469107,0.0417620137299771,-0.0160183066361556,,,
2013-05-01,unchanged,0.0,Bernanke,0.0157746478873239,0.0478873239436619,-0.016338028169014,,,
2013-06-19,unchanged,0.0,Bernanke,0.0149667405764966,0.04490022172949,-0.0149667405764966,,,
2013-07-31,unchanged,0.0,Bernanke,0.0146651909241837,0.0437188710570005,-0.014388489208633,,,
2013-09-18,unchanged,0.0,Bernanke,0.0157563025210084,0.0435924369747899,-0.0120798319327731,,,
2013-10-30,unchanged,0.0,Bernanke,0.0151354221986192,0.0435475305363781,-0.0132766861391396,,,
2013-12-18,unchanged,0.0,Bernanke,0.0141200201714573,0.0408472012102874,-0.0126071608673726,,,
2014-01-29,unchanged,0.0,Bernanke,0.013340174448435,0.0400205233453052,-0.013340174448435,,,
2014-03-19,unchanged,0.0,Yellen,0.0140562248995983,0.0396586345381526,-0.0115461847389558,,,
2014-04-30,unchanged,0.0,Yellen,0.0145303580695381,0.0409963674104826,-0.0119356512714063,,,
2014-06-18,unchanged,0.0,Yellen,0.0151515151515151,0.0428422152560083,-0.012539184952978,,,
2014-07-30,unchanged,0.0,Yellen,0.015267175572519,0.043765903307888,-0.0132315521628498,,,
2014-09-17,unchanged,0.0,Yellen,0.0156872509960159,0.0448207171314741,-0.0134462151394422,,,
2014-10-29,unchanged,0.0,Yellen,0.0141843971631205,0.03873431533006,-0.0103655210038188,,,
2014-12-17,unchanged,0.0,Yellen,0.0111352525801195,0.0336773492667028,-0.0114068441064638,,,
2015-01-28,unchanged,0.0,Yellen,0.0136904761904761,0.0386904761904761,-0.0113095238095238,,,
2015-03-18,unchanged,0.0,Yellen,0.011504424778761,0.0365781710914454,-0.0135693215339233,,,
2015-04-29,unchanged,0.0,Yellen,0.0104665071770334,0.0358851674641148,-0.0149521531100478,,,
2015-06-17,unchanged,0.0,Yellen,0.0114665057332528,0.0380205190102595,-0.0150875075437537,,,
2015-07-29,unchanged,0.0,Yellen,0.0112053301029678,0.0375529981829194,-0.0151423379769836,,,
2015-09-17,unchanged,0.0,Yellen,0.0102941176470588,0.0352941176470588,-0.0147058823529411,,,
2015-10-28,unchanged,0.0,Yellen,0.0097575399172087,0.0354819633353045,-0.015966883500887,,,
2015-12-16,rate_hike,0.25,Yellen,0.0131810193321616,0.0392501464557703,-0.0128881077914469,,,
2016-01-27,unchanged,0.0,Yellen,0.012782401902497,0.0374554102259215,-0.0118906064209274,,,
2016-03-16,unchanged,0.0,Yellen,0.0129946839929119,0.0383933845245127,-0.0124040165386887,,,
2016-04-27,unchanged,0.0,Yellen,0.0126545026486168,0.03708063566804,-0.0117716303708063,,,
2016-06-15,unchanged,0.0,Yellen,0.012012012012012,0.0366366366366366,-0.0126126126126126,,,
2016-07-27,unchanged,0.0,Yellen,0.0127294256956779,0.0367081113084665,-0.0112492599171107,,,
2016-09-21,unchanged,0.0,Yellen,0.0121527777777777,0.0376157407407407,-0.0133101851851851,,,
2016-11-02,unchanged,0.0,Yellen,0.0127832655432887,0.0389308541545613,-0.0133643230679837,,,
2016-12-14,rate_hike,0.25,Yellen,0.0120554550934297,0.0367691380349608,-0.0126582278481012,,,
2017-02-01,unchanged,0.0,Yellen,0.0132470733210104,0.0388170055452865,-0.0123228589032655,,,
2017-03-15,rate_hike,0.25,Yellen,0.0133738601823708,0.0389057750759878,-0.0121580547112462,,,
2017-05-03,unchanged,0.0,Yellen,0.0118829981718464,0.0371724558196221,-0.0134064594759293,,,
2017-06-14,rate_hike,0.25,Yellen,0.0122461170848267,0.03584229390681,-0.0113500597371565,,,
2017-07-26,unchanged,0.0,Yellen,0.011963190184049,0.0349693251533742,-0.011042944785276,,,
2017-09-20,unchanged,0.0,Yellen,0.0108630054315027,0.0319855159927579,-0.0102595051297525,,,
2017-12-13,rate_hike,0.25,Yellen,0.0108898568761667,0.0329807093963907,-0.0112009956440572,,,
2018-03-21,rate_hike,0.25,Powell,0.0121096239643084,0.0356915232632249,-0.011472275334608,,,
2018-05-02,unchanged,0.0,Powell,0.0126459143968871,0.036964980544747,-0.0116731517509727,,,
2018-06-13,rate_hike,0.25,Powell,0.0131487889273356,0.0380622837370242,-0.0117647058823529,,,
2018-08-01,unchanged,0.0,Powell,0.0136173184357541,0.0377094972067039,-0.0104748603351955,,,
2018-09-26,rate_hike,0.25,Powell,0.0112994350282485,0.0338983050847457,-0.0112994350282485,,,
2018-11-08,unchanged,0.0,Powell,0.0136554621848739,0.0385154061624649,-0.011204481792717,,,
2018-12-19,rate_hike,0.25,Powell,0.0130494505494505,0.037087912087912,-0.0109890109890109,,,
2019-01-30,unchanged,0.0,Powell,0.0130674002751031,0.0378266850068775,-0.0116918844566712,,,
2019-03-20,unchanged,0.0,Powell,0.0115646258503401,0.0340136054421768,-0.0108843537414965,,,
2019-05-01,unchanged,0.0,Powell,0.0110726643598615,0.0332179930795847,-0.0110726643598615,,,
2019-06-19,unchanged,0.0,Powell,0.0114787305874409,0.0344361917623227,-0.0114787305874409,,,
2019-07-31,rate_cut,-0.25,Powell,0.0117878192534381,0.0347085789129011,-0.0111329404060248,,,
2019-09-18,rate_cut,-0.25,Powell,0.0132450331125827,0.0364238410596026,-0.009933774834437,,,
2019-10-30,rate_cut,-0.25,Powell,0.0122199592668024,0.0353021045485403,-0.0108621860149355,,,
2019-12-11,unchanged,0.0,Powell,0.0125260960334029,0.0368823938761308,-0.0118302018093249,,,
2020-04-29,unchanged,0.0,Powell,0.0139664804469273,0.0412011173184357,-0.013268156424581,,,
2020-06-10,unchanged,0.0,Powell,0.0146341463414634,0.0425087108013937,-0.0132404181184669,,,
2020-07-29,unchanged,0.0,Powell,0.0147563486616334,0.0425531914893617,-0.0130404941660947,,,
2020-09-16,unchanged,0.0,Powell,0.0338709677419354,0.0709677419354838,-0.0032258064516129,,,
2020-11-05,unchanged,0.0,Powell,0.0326086956521739,0.0608695652173913,0.0043478260869565,,,
2020-12-16,unchanged,0.0,Powell,0.0304878048780487,0.0609756097560975,0.0,,,
2021-01-27,unchanged,0.0,Powell,0.0302419354838709,0.0604838709677419,0.0,,,
2021-03-17,unchanged,0.0,Powell,0.0302419354838709,0.0604838709677419,0.0,,,
2021-04-28,unchanged,0.0,Powell,0.0302419354838709,0.0604838709677419,0.0,,,
2021-06-16,unchanged,0.0,Powell,0.0302419354838709,0.0604838709677419,0.0,,,
2021-07-28,unchanged,0.0,Powell,0.0333333333333333,0.0666666666666666,0.0,,,
2021-09-22,unchanged,0.0,Powell,0.0303571428571428,0.0642857142857142,-0.0035714285714285,,,
2021-11-03,unchanged,0.0,Powell,0.0313390313390313,0.0626780626780626,0.0,,,
2021-12-15,unchanged,0.0,Powell,0.0193189259986902,0.0510805500982318,-0.0124426981008513,,,
2022-01-26,unchanged,0.0,Powell,0.0338164251207729,0.0628019323671497,0.0048309178743961,,,
2022-03-16,rate_hike,0.25,Powell,0.0128771155261221,0.036055923473142,-0.0103016924208977,,,
2022-05-04,rate_hike,0.5,Powell,0.0133285302593659,0.0331412103746397,-0.0064841498559077,,,
2022-06-15,rate_hike,0.75,Powell,0.0112481857764876,0.0304789550072568,-0.0079825834542815,,,
2022-07-27,rate_hike,0.75,Powell,0.0113550340651021,0.0310370931112793,-0.0083270249810749,,,
