Date,MIN
2014-04-09,-0.013415591342326135
2014-05-21,-3.507274441492974e-4
2014-07-09,-3.507274441492974e-4
2014-08-20,0.01188084583463905
2014-10-08,-0.02824244261405912
2014-11-19,-0.0035902352799178122
2015-01-07,0.001796173838535839
2015-02-18,-0.03243138556967501
2015-04-08,0.006215476900964481
2015-05-20,-3.507274441492974e-4
2015-07-08,-0.013983961453521147
2015-08-19,0.001323209862108478
2015-10-08,-0.016579066226382732
2015-11-18,-0.013080242874324495
2016-01-06,-0.0031808315830082067
2016-02-17,0.00842033388865727
2016-04-06,0.0034379945910734183
2016-05-18,0.048701661044352085
2016-07-06,1.5968696203806293e-4
2016-08-17,-0.01983947311192558
2016-10-12,-0.002560893060646115
2016-11-23,0.005119649778554791
2017-01-04,0.0019163404595544042
2017-02-22,-0.010138070403671508
2017-04-05,0.004511445232415987
2017-05-24,-0.004139449479372014
2017-07-05,0.010802234537339733
2017-08-16,-0.00294583221701088
2017-10-11,-0.0021679552002006855
2017-11-22,-0.005971179907186504
2018-01-03,0.019338296504148974
2018-02-21,-0.00294583221701088
2018-04-11,0.005705062494777121
2018-05-23,-0.022090274472137746
2018-07-05,0.004511445232415987
2018-08-22,-6.787643133071782e-4
2018-10-17,0.0019163404595544042
2018-11-29,0.004183408363258106
2019-01-09,-0.004139449479372014
2019-02-20,0.007851963777462256
2019-04-10,0.010860789653923609
2019-05-22,0.002513149090734971
2019-07-10,0.0068986797571382544
2019-08-21,-0.012319805258398054
2019-10-09,0.007226716626296135
2019-11-20,0.0046391533807047325
2020-01-03,0.015446947878727692
2020-02-19,0.009218369489814826
2020-04-08,0.0068986797571382544
2020-05-20,-0.007142342068224872
2020-07-01,0.0019163404595544042
2020-08-19,0.005705062494777121
2020-10-07,0.00781304669179673
2020-11-25,0.002513149090734971
2021-01-06,0.0031099577219155378
2021-02-17,0.0013796151388831203
2021-04-07,0.0031099577219155378
2021-05-19,0.009469319989465683
2021-07-07,0.002151339825551731
2021-08-18,0.002901269270402134
2021-10-13,0.006778513136119689
2021-11-24,0.005048170553087271
2022-01-05,0.018264845862806404
2022-02-16,-0.023580828586789393
2022-04-06,0.04416065295819929
2022-05-25,-0.0038640344391819795
2022-07-06,0.029000430941268626
2022-08-17,-0.034794082972261324
2022-10-12,-0.010075072797279866
2022-11-23,-0.02376192522372699
2023-01-04,0.015101370978749808
2023-02-22,0.027540987725760524
2023-04-12,-0.022634856165309147
2023-05-24,-0.019294337620262877
2023-07-05,0.0036729939570757345
2023-08-16,-0.00294583221701088
2023-10-11,-0.002167955200205846
2023-11-21,-0.005971179907177912
2024-01-03,0.009821821399157715
2024-02-21,-0.007688184594487607
2024-04-10,0.009013486720415955
2024-05-22,0.007972130398480822
2024-07-03,-3.507274441492974e-4
2024-08-21,-0.014289662880081044
2024-10-09,-3.749467111190841e-4
2024-11-26,0.0010679160489728895
2025-01-08,-0.007928171514592186
2025-02-19,-0.007483853752260406
2025-04-09,0.05069069684012445
2025-05-28,-0.0018723815756648261
2025-07-09,0.001405926053362691
2025-08-20,0.013282506565222932
2025-10-08,0.005705062494777955
2025-11-19,0.018590933122105274
2025-12-31,-0.0018723815756712646
2026-02-18,-0.002272602496073413
2026-04-08,0.01554957446892459
